0           0           0
0.00461329           0           0
0.00922657           0           0
0.0138399           0           0
0.0184531           0           0
0.0230664           0           0
0.0276797           0           0
0.032293           0           0
0.0369063           0           0
0.0415196           0           0
0.0461329           0           0
0.0507461           0           0
0.0553594           0           0
0.0599727           0           0
0.064586           0           0
0.0691993           0           0
0.0738126           0           0
0.0784259           0           0
0.0830391           0           0
0.0876524           0           0
0.0922657           0           0
0.096879           0           0
0.101492           0           0
0.106106           0           0
0.110719           0           0
0.115332           0           0
0.119945           0           0
0.124559           0           0
0.129172           0           0
0.133785           0           0
0.138399           0           0
0.143012           0           0
0.147625           0           0
0.152238           0           0
0.156852           0           0
0.161465           0           0
0.166078           0           0
0.170692           0           0
0.175305           0           0
0.179918           0           0
0.184531           0           0
0.189145           0           0
0.193758           0           0
0.198371           0           0
0.202985           0           0
0.207598           0           0
0.212211           0           0
0.216824           0           0
0.221438           0           0
0.226051           0           0
0.230664           0           0
0.235278           0           0
0.239891           0           0
0.244504           0           0
0.249117           0           0
0.253731           0           0
0.258344           0           0
0.262957           0           0
0.267571           0           0
0.272184           0           0
0.276797           0           0
0.28141           0           0
0.286024           0           0
0.290637           0           0
0.29525           0           0
0.299864           0           0
0.304477           0           0
0.30909           0           0
0.313703           0           0
0.318317           0           0
0.32293           0           0
0.327543           0           0
0.332157           0           0
0.33677           0           0
0.341383           0           0
0.345996           0           0
0.35061           0           0
0.355223           0           0
0.359836           0           0
0.36445           0           0
0.369063           0           0
0.373676           0           0
0.378289           0           0
0.382903           0           0
0.387516           0           0
0.392129           0           0
0.396743           0           0
0.401356           0           0
0.405969           0           0
0.410582           0           0
0.415196           0           0
0.419809           0           0
0.424422           0           0
0.429036           0           0
0.433649           0           0
0.438262           0           0
0.442875           0           0
0.447489           0           0
0.452102           0           0
0.456715           0           0
0.461329           0           0
0.465942           0           0
0.470555           0           0
0.475168           0           0
0.479782           0           0
0.484395           0           0
0.489008           0           0
0.493622           0           0
0.498235           0           0
0.502848           0           0
0.507461           0           0
0.512075           0           0
0.516688           0           0
0.521301           0           0
0.525915           0           0
0.530528           0           0
0.535141           0           0
0.539754           0           0
0.544368           0           0
0.548981           0           0
0.553594           0           0
0.558208           0           0
0.562821           0           0
0.567434           0           0
0.572047           0           0
0.576661           0           0
0.581274           0           0
0.585887           0           0
0.590501           0           0
0.595114           0           0
0.599727           0           0
0.60434           0           0
0.608954           0           0
0.613567           0           0
0.61818           0           0
0.622794           0           0
0.627407           0           0
0.63202           0           0
0.636633           0           0
0.641247           0           0
0.64586           0           0
0.650473           0           0
0.655087           0           0
0.6597           0           0
0.664313           0           0
0.668926           0           0
0.67354           0           0
0.678153           0           0
0.682766           0           0
0.68738           0           0
0.691993           0           0
0.696606           0           0
0.701219           0           0
0.705833           0           0
0.710446           0           0
0.715059           0           0
0.719673           0           0
0.724286           0           0
0.728899           0           0
0.733512           0           0
0.738126           0           0
0.742739           0           0
0.747352           0           0
0.751966           0           0
0.756579           0           0
0.761192           0           0
0.765805           0           0
0.770419           0           0
0.775032           0           0
0.779645           0           0
0.784259           0           0
0.788872           0           0
0.793485           0           0
0.798098           0           0
0.802712           0           0
0.807325           0           0
0.811938           0           0
0.816552           0           0
0.821165           0           0
0.825778           0           0
0.830391           0           0
0.835005           0           0
0.839618           0           0
0.844231           0           0
0.848845           0           0
0.853458           0           0
0.858071           0           0
0.862684           0           0
0.867298           0           0
0.871911           0           0
0.876524 5.63992e-06 4.01012e-06
0.881138 1.67435e-05 8.09858e-06
0.885751 3.49811e-05 9.90614e-06
0.890364 8.19959e-05  1.4998e-05
0.894977 0.000227234  1.9607e-05
0.899591 0.000423055 4.85108e-05
0.904204  0.00105132 6.21129e-05
0.908817   0.0021706 8.40091e-05
0.913431     0.00414 0.000135089
0.918044  0.00816806 0.000165769
0.922657    0.014081 0.000172127
0.92727   0.0249645 0.000300042
0.931884   0.0395077 0.000263433
0.936497   0.0622589 0.000491744
0.94111   0.0936934 0.000714345
0.945724     0.13671  0.00081353
0.950337    0.196936  0.00110562
0.95495    0.272297 0.000896501
0.959563    0.369743  0.00134559
0.964177    0.485815  0.00159938
0.96879    0.627458  0.00195428
0.973403    0.793411   0.0018283
0.978017    0.982704  0.00210682
0.98263     1.19188  0.00246425
0.987243     1.42689  0.00242882
0.991856     1.67771  0.00262668
0.99647     1.94621  0.00373985
1.00108     2.23058  0.00319074
1.0057     2.51302  0.00317255
1.01031     2.81216  0.00245366
1.01492     3.09684  0.00321914
1.01954     3.38153  0.00381498
1.02415     3.63742  0.00279092
1.02876     3.88843  0.00310312
1.03338     4.11335   0.0032653
1.03799     4.31533  0.00424255
1.0426     4.49877  0.00261802
1.04722     4.63899  0.00378586
1.05183     4.76111  0.00461645
1.05644     4.85306  0.00325371
1.06106     4.90166  0.00294933
1.06567     4.93441  0.00372813
1.07028     4.91847  0.00467705
1.0749     4.88933  0.00496025
1.07951     4.82399  0.00432764
1.08412     4.73811  0.00482498
1.08874     4.63664  0.00424094
1.09335     4.51472  0.00374605
1.09796     4.36369  0.00394942
1.10258     4.20793  0.00435623
1.10719     4.03212  0.00353303
1.1118     3.85573  0.00311961
1.11642     3.66732  0.00468777
1.12103     3.47142  0.00274579
1.12564      3.2752  0.00376201
1.13026      3.0852  0.00310084
1.13487     2.89043  0.00263673
1.13948     2.69127  0.00237339
1.14409     2.50511  0.00180819
1.14871     2.32143  0.00263957
1.15332     2.14428  0.00231429
1.15793     1.97631  0.00198847
1.16255     1.81314  0.00225986
1.16716     1.65673  0.00129757
1.17177     1.50917  0.00190308
1.17639     1.37508  0.00154603
1.181     1.24386  0.00146798
1.18561     1.12417  0.00156742
1.19023     1.01306  0.00131816
1.19484    0.910538  0.00150606
1.19945    0.812649  0.00152216
1.20407    0.725656  0.00158264
1.20868    0.649183  0.00191767
1.21329    0.575411  0.00171453
1.21791     0.50977  0.00136405
1.22252    0.449913  0.00121813
1.22713    0.396248  0.00117902
1.23175    0.348826   0.0014728
1.23636    0.306528 0.000970993
1.24097    0.268286  0.00113703
1.24559    0.234145  0.00112814
1.2502    0.203691 0.000810323
1.25481    0.177683 0.000773046
1.25943    0.153517 0.000782428
1.26404    0.134131  0.00067522
1.26865    0.115909 0.000623253
1.27327   0.0998399 0.000675776
1.27788   0.0872019 0.000573169
1.28249   0.0767489 0.000567946
1.28711   0.0665888 0.000472504
1.29172     0.05938 0.000499228
1.29633    0.053447 0.000449466
1.30095   0.0481905 0.000444233
1.30556   0.0446016 0.000360769
1.31017   0.0423812 0.000462329
1.31479   0.0409523  0.00037505
1.3194   0.0409304 0.000386458
1.32401   0.0414427 0.000506843
1.32863   0.0428805 0.000527335
1.33324   0.0457929 0.000419177
1.33785   0.0491809 0.000320324
1.34247   0.0542363 0.000565027
1.34708   0.0599441 0.000503202
1.35169   0.0665408 0.000556431
1.35631   0.0743328 0.000461681
1.36092   0.0831071 0.000628662
1.36553   0.0932322 0.000487303
1.37015    0.104341 0.000511428
1.37476    0.117468 0.000598023
1.37937    0.131462 0.000771255
1.38399    0.146341 0.000643324
1.3886    0.164155 0.000643066
1.39321    0.183149 0.000612782
1.39783     0.20309 0.000614971
1.40244    0.224181 0.000888091
1.40705    0.247308 0.000702212
1.41167    0.272386 0.000792003
1.41628    0.298432 0.000681099
1.42089    0.326746 0.000827175
1.42551     0.35529 0.000738024
1.43012     0.38698 0.000670829
1.43473    0.418912 0.000771801
1.43935    0.450126  0.00102773
1.44396    0.487307  0.00101319
1.44857    0.521332  0.00076158
1.45319    0.557593 0.000952608
1.4578     0.59255 0.000884481
1.46241    0.627456   0.0010638
1.46702    0.662069  0.00112062
1.47164     0.69859 0.000881351
1.47625    0.735267  0.00138213
1.48086    0.764982 0.000963092
1.48548    0.796908  0.00094614
1.49009    0.831467  0.00112422
1.4947    0.854301  0.00128855
1.49932     0.88189  0.00107069
1.50393    0.904899  0.00121686
1.50854    0.924407  0.00138687
1.51316    0.941004  0.00119297
1.51777     0.95544  0.00136269
1.52238    0.965081  0.00128657
1.527    0.971594  0.00146876
1.53161    0.971007  0.00123981
1.53622    0.974171  0.00176733
1.54084    0.968236   0.0013812
1.54545    0.960398  0.00171859
1.55006    0.946821  0.00142187
