1.55468     0.93019  0.00128062
1.55929    0.912417  0.00172287
1.5639    0.891372  0.00152231
1.56852    0.866425   0.0012444
1.57313    0.839753  0.00154925
1.57774    0.810826  0.00112821
1.58236    0.778319  0.00120045
1.58697    0.746148 0.000915592
1.59158    0.712846  0.00123608
1.5962    0.676427  0.00102563
1.60081    0.641796 0.000848301
1.60542     0.60561 0.000599638
1.61004     0.56986 0.000601631
1.61465    0.535097  0.00070506
1.61926    0.499773 0.000649316
1.62388    0.465193 0.000740671
1.62849    0.431913 0.000718276
1.6331    0.400019 0.000961772
1.63772    0.370289 0.000694953
1.64233      0.3421 0.000762485
1.64694    0.315411 0.000765148
1.65156    0.290897 0.000832679
1.65617    0.268891 0.000772599
1.66078    0.248713 0.000814386
1.6654       0.232 0.000634469
1.67001    0.217873 0.000674091
1.67462    0.204629 0.000718168
1.67924     0.19673 0.000940973
1.68385    0.191613 0.000851295
1.68846    0.188401 0.000959323
1.69308    0.188337 0.000929813
1.69769    0.193523 0.000851441
1.7023     0.20165   0.0010771
1.70692    0.213084 0.000956334
1.71153    0.230525 0.000977822
1.71614    0.251234  0.00109676
1.72076    0.276552  0.00105966
1.72537    0.306534  0.00100752
1.72998    0.341754  0.00131412
1.7346    0.381121  0.00115553
1.73921    0.428541  0.00124514
1.74382    0.479244  0.00126894
1.74844    0.538306  0.00115509
1.75305    0.600028   0.0016155
1.75766    0.668152  0.00132753
1.76228    0.744497  0.00182153
1.76689    0.824686  0.00142253
1.7715    0.907728  0.00107865
1.77612    0.997522  0.00178702
1.78073     1.09528  0.00124308
1.78534     1.19379  0.00118289
1.78995      1.2967  0.00144587
1.79457      1.4013  0.00144877
1.79918     1.51123   0.0013295
1.80379     1.61818  0.00107274
1.80841     1.72552  0.00118175
1.81302     1.83504 0.000994039
1.81763     1.94313  0.00138503
1.82225     2.04712  0.00135217
1.82686     2.14684  0.00168667
1.83147     2.24034  0.00157134
1.83609     2.33015  0.00204842
1.8407     2.40865  0.00181661
1.84531     2.48264   0.0023116
1.84993     2.55343  0.00190168
1.85454     2.60753  0.00250321
1.85915     2.65234  0.00250532
1.86377     2.68691  0.00279656
1.86838     2.70972  0.00245539
1.87299     2.72391   0.0026246
1.87761     2.72365  0.00298269
1.88222     2.71432  0.00215825
1.88683      2.6921  0.00273292
1.89145      2.6589  0.00228563
1.89606     2.61649  0.00296683
1.90067     2.56549  0.00252408
1.90529     2.50213  0.00197534
1.9099     2.43362  0.00201031
1.91451     2.35918  0.00210737
1.91913     2.27469  0.00152812
1.92374     2.18284   0.0020117
1.92835     2.08967  0.00164701
1.93297     1.99514  0.00168634
1.93758     1.89348  0.00116928
1.94219     1.79094  0.00135752
1.94681     1.68849  0.00127857
1.95142     1.58957 0.000877097
1.95603     1.48799  0.00109132
1.96065     1.38645  0.00100592
1.96526     1.29096  0.00103692
1.96987     1.19784  0.00118268
1.97449     1.10738  0.00126218
1.9791     1.02326 0.000821409
1.98371    0.942406  0.00113964
1.98833    0.868461  0.00115186
1.99294    0.798097  0.00122615
1.99755    0.732655  0.00108585
2.00217    0.675317   0.0012174
2.00678    0.624529  0.00138242
2.01139    0.577321  0.00133274
2.01601    0.537111  0.00140946
2.02062    0.503842   0.0015394
2.02523    0.476222  0.00109146
2.02985     0.45568  0.00103306
2.03446    0.438493  0.00121832
2.03907     0.42897  0.00143584
2.04369    0.425787  0.00144692
2.0483    0.425928  0.00112554
2.05291    0.432032  0.00132172
2.05753    0.442181  0.00115689
2.06214    0.458647  0.00122365
2.06675    0.477058  0.00126612
2.07137    0.498728   0.0011956
2.07598    0.525265  0.00127769
2.08059    0.554986  0.00116273
2.08521    0.585981  0.00103467
2.08982    0.617246 0.000954545
2.09443    0.653417 0.000755363
2.09905    0.687138 0.000888079
2.10366    0.723632 0.000815138
2.10827    0.759556 0.000808197
2.11288    0.793625 0.000847363
2.1175    0.827522 0.000632559
2.12211    0.859344 0.000733511
2.12672    0.889799 0.000629613
2.13134    0.921861   0.0007044
2.13595    0.943708 0.000970223
2.14056     0.96796 0.000962978
2.14518     0.98887 0.000904326
2.14979     1.00587  0.00108718
2.1544     1.01845  0.00124251
2.15902     1.02669  0.00102418
2.16363     1.03103  0.00124454
2.16824     1.03476  0.00113599
2.17286     1.03053  0.00110993
2.17747     1.02525  0.00116929
2.18208     1.01413  0.00135222
2.1867     1.00185  0.00138928
2.19131    0.986011  0.00107156
2.19592    0.961626  0.00142714
2.20054    0.905737  0.00101753
2.20515    0.885593 0.000806087
2.20976    0.860284 0.000706978
2.21438    0.834405 0.000700459
2.21899    0.808678 0.000592018
2.2236    0.780846 0.000606611
2.22822    0.753576 0.000622511
2.23283     0.72515 0.000686645
2.23744    0.701787 0.000566836
2.24206    0.675592 0.000613793
2.24667    0.652085 0.000663603
2.25128    0.630703 0.000773831
2.2559    0.611135  0.00114647
2.26051    0.593572   0.0011299
2.26512    0.579984  0.00110608
2.26974    0.569729  0.00116174
2.27435    0.561752 0.000926739
2.27896    0.557739  0.00116101
2.28358    0.558351  0.00144754
2.28819    0.561991  0.00133371
2.2928    0.569379  0.00104023
2.29742    0.581427  0.00133638
2.30203    0.598278  0.00124168
