           1     1.40715     1.40715           0
           2     1.40711     1.40713 1.51187e-05
           3     1.40718     1.40715 1.67125e-05
           4     1.40721     1.40716 1.92207e-05
           5     1.40715     1.40716 1.55155e-05
           6     1.40712     1.40715 1.41224e-05
           7     1.40713     1.40715 1.25108e-05
           8     1.40716     1.40715 1.09618e-05
           9     1.40704     1.40714 1.53158e-05
          10     1.40714     1.40714 1.37843e-05
          11      1.4071     1.40714 1.29246e-05
          12     1.40726     1.40715  1.5225e-05
          13      1.4072     1.40715 1.45134e-05
          14     1.40719     1.40715 1.37005e-05
          15     1.40723     1.40716  1.3642e-05
          16     1.40721     1.40716 1.31127e-05
          17     1.40715     1.40716 1.23615e-05
          18     1.40722     1.40716 1.21796e-05
          19     1.40712     1.40716 1.17657e-05
          20     1.40715     1.40716  1.1188e-05
