0           0           0
0.0129266           0           0
0.0258532           0           0
0.0387798           0           0
0.0517064           0           0
0.064633           0           0
0.0775596           0           0
0.0904863           0           0
0.103413           0           0
0.116339           0           0
0.129266           0           0
0.142193           0           0
0.155119           0           0
0.168046           0           0
0.180973           0           0
0.193899           0           0
0.206826           0           0
0.219752           0           0
0.232679           0           0
0.245606           0           0
0.258532           0           0
0.271459           0           0
0.284385           0           0
0.297312           0           0
0.310239           0           0
0.323165           0           0
0.336092           0           0
0.349018           0           0
0.361945           0           0
0.374872           0           0
0.387798           0           0
0.400725           0           0
0.413651           0           0
0.426578           0           0
0.439505           0           0
0.452431           0           0
0.465358           0           0
0.478285           0           0
0.491211           0           0
0.504138           0           0
0.517064           0           0
0.529991           0           0
0.542918           0           0
0.555844           0           0
0.568771           0           0
0.581697           0           0
0.594624           0           0
0.607551           0           0
0.620477           0           0
0.633404           0           0
0.64633           0           0
0.659257           0           0
0.672184           0           0
0.68511           0           0
0.698037           0           0
0.710963           0           0
0.72389           0           0
0.736817           0           0
0.749743           0           0
0.76267           0           0
0.775596           0           0
0.788523           0           0
0.80145           0           0
0.814376           0           0
0.827303           0           0
0.84023           0           0
0.853156 3.08547e-05 3.00734e-05
0.866083 0.000104815 5.71161e-05
0.879009  0.00082876 0.000201756
0.891936  0.00401129 0.000469554
0.904863   0.0150853 0.000951286
0.917789   0.0446929  0.00104049
0.930716    0.107432  0.00186439
0.943642    0.212542  0.00314096
0.956569    0.369351  0.00511692
0.969496    0.565108  0.00697661
0.982422    0.796537  0.00507718
0.995349     1.04817  0.00844723
1.00828     1.29742  0.00951689
1.0212     1.53413   0.0124215
1.03413     1.74213   0.0101551
1.04706     1.91976   0.0126461
1.05998     2.05837   0.0159458
1.07291     2.15827   0.0165353
1.08584     2.21707   0.0189816
1.09876     2.25706    0.022502
1.11169     2.26708   0.0238292
1.12461     2.25714   0.0232223
1.13754     2.22507   0.0239416
1.15047     2.19558   0.0238135
1.16339     2.16971   0.0218535
1.17632     2.12749   0.0231286
1.18925     2.06516   0.0223896
1.20217     2.02415   0.0220183
1.2151     1.97674    0.017924
1.22803     1.93205   0.0161706
1.24095     1.87448   0.0159089
1.25388     1.83996   0.0158942
1.26681     1.78836   0.0153364
1.27973     1.73212   0.0135013
1.29266     1.69818   0.0139309
1.30559     1.67063   0.0126094
1.31851       1.615   0.0126762
1.33144     1.56789  0.00957182
1.34437     1.53957  0.00984143
1.35729     1.51273  0.00984765
1.37022     1.48854   0.0110971
1.38315     1.46203  0.00981535
1.39607     1.43591   0.0113591
1.409      1.4166   0.0109651
1.42193     1.38945  0.00966706
1.43485     1.37227  0.00802083
1.44778     1.34598  0.00879927
1.46071     1.31035  0.00954981
1.47363     1.30355  0.00909871
1.48656     1.27914  0.00964259
1.49949     1.26144  0.00913203
1.51241     1.24434  0.00796597
1.52534     1.22814  0.00792311
1.53827     1.21608  0.00830975
1.55119     1.19994  0.00974856
1.56412     1.17982  0.00634267
1.57705     1.17566  0.00574732
1.58997      1.1734  0.00620667
1.6029     1.16717  0.00696668
1.61583      1.1493  0.00642486
1.62875     1.14317  0.00574575
1.64168     1.14137  0.00757753
1.65461     1.12917  0.00680448
1.66753     1.12614  0.00734288
1.68046     1.11693  0.00748926
1.69339     1.11607  0.00768907
1.70631     1.11194  0.00702997
1.71924     1.10658  0.00776284
1.73217     1.10528  0.00732777
1.74509     1.09314  0.00625829
1.75802     1.08699  0.00626087
1.77095     1.08434  0.00661289
1.78387     1.07948  0.00618503
1.7968      1.0807  0.00580121
1.80973     1.07567  0.00458389
1.82265     1.07235  0.00425612
1.83558     1.06823  0.00530827
1.8485      1.0612  0.00452453
1.86143     1.06465  0.00519676
1.87436     1.05978  0.00507717
1.88728     1.05869  0.00552268
1.90021     1.05555  0.00645315
1.91314     1.05926  0.00617976
1.92606      1.0553  0.00563385
1.93899     1.05456  0.00522897
1.95192     1.05264  0.00536653
1.96484     1.05044  0.00515016
1.97777     1.04882  0.00431057
1.9907     1.05019  0.00478618
2.00362     1.04512  0.00508481
2.01655     1.04727  0.00368936
2.02948     1.04795  0.00456355
2.0424     1.04596  0.00328201
2.05533     1.04785  0.00412945
2.06826     1.04773  0.00385498
2.08118     1.05208  0.00390676
2.09411      1.0466   0.0042938
2.10704     1.04843  0.00449108
2.11996     1.04805  0.00433442
2.13289     1.05359  0.00497078
2.14582     1.05374   0.0044389
2.15874     1.05297  0.00486392
2.17167     1.05104  0.00322414
2.1846     1.04782   0.0040274
2.19752     1.04909  0.00445589
2.21045     1.04186  0.00404517
2.22338     1.03909  0.00388264
2.2363     1.03508  0.00428206
2.24923     1.04026  0.00424219
2.26216     1.04072  0.00383384
2.27508     1.03717  0.00433836
2.28801     1.03961  0.00477397
2.30094     1.04214  0.00574289
2.31386     1.03774  0.00510636
2.32679     1.03337  0.00514649
2.33972     1.03326  0.00523257
2.35264     1.03475   0.0047213
2.36557      1.0316  0.00412955
2.3785     1.03095  0.00365137
2.39142     1.02873  0.00459301
2.40435     1.03129  0.00346504
2.41728     1.03282  0.00409161
2.4302     1.02763  0.00442989
2.44313     1.02608  0.00301958
2.45606     1.03078  0.00388749
2.46898      1.0317  0.00414241
2.48191     1.02343  0.00420362
2.49484     1.02129  0.00442624
2.50776     1.02122  0.00417606
2.52069     1.02563  0.00443076
2.53362     1.02175  0.00458147
2.54654      1.0216  0.00385474
2.55947     1.02001  0.00384831
2.5724     1.02106  0.00368112
2.58532     1.02192  0.00472794
2.59825     1.02059  0.00369985
2.61117     1.02111  0.00347867
2.6241     1.01693  0.00325346
2.63703     1.01597  0.00310689
2.64995     1.01152  0.00334511
2.66288     1.01345   0.0038147
2.67581     1.01141  0.00377623
2.68873     1.01204  0.00377337
2.70166     1.01216  0.00405142
2.71459     1.00933  0.00371231
2.72751     1.00938  0.00356922
2.74044     1.01221  0.00318382
2.75337     1.00881  0.00417109
2.76629     1.00693  0.00516945
2.77922     1.00717  0.00470341
2.79215     1.00408  0.00380656
2.80507     1.00395   0.0046132
2.818     1.00181  0.00411515
2.83093      1.0008  0.00429952
2.84385     1.00085  0.00419867
2.85678     1.00414  0.00400919
2.86971     1.00228  0.00468168
2.88263    0.997569   0.0043568
