           1        2.97        2.97           0
           2     2.96997     2.96999 9.65572e-06
           3     2.96989     2.96995 2.67845e-05
           4     2.96975      2.9699 4.77406e-05
           5     2.96956     2.96984 7.19423e-05
           6     2.96932     2.96975 9.90128e-05
           7     2.96902     2.96965 0.000128689
           8     2.96866     2.96952 0.000160776
           9     2.96825     2.96938 0.000195123
          10     2.96779     2.96922 0.000231613
          11     2.96727     2.96905  0.00027015
          12     2.96669     2.96885 0.000310657
          13     2.96606     2.96863 0.000353071
          14     2.96537      2.9684  0.00039734
          15     2.96463     2.96815 0.000443424
          16     2.96382     2.96788 0.000491288
          17     2.96296     2.96759 0.000540905
          18     2.96204     2.96728 0.000592254
          19     2.96106     2.96695 0.000645318
          20     2.96002     2.96661 0.000700088
          21     2.95891     2.96624 0.000756554
          22     2.95775     2.96586 0.000814714
          23     2.95652     2.96545 0.000874567
          24     2.95523     2.96502 0.000936115
          25     2.95387     2.96458 0.000999364
          26     2.95244     2.96411  0.00106432
          27     2.95095     2.96362  0.00113099
          28     2.94939     2.96312  0.00119937
          29     2.94776     2.96259  0.00126949
          30     2.94606     2.96204  0.00134137
          31     2.94429     2.96146  0.00141502
          32     2.94244     2.96087  0.00149046
          33     2.94052     2.96025  0.00156771
          34     2.93852     2.95961  0.00164679
          35     2.93644     2.95895  0.00172771
          36     2.93428     2.95826   0.0018105
          37     2.93204     2.95756  0.00189519
          38     2.92972     2.95682   0.0019818
          39     2.92732     2.95607  0.00207037
          40     2.92483     2.95529  0.00216092
          41     2.92225     2.95448  0.00225348
          42     2.91958     2.95365  0.00234807
          43     2.91681     2.95279  0.00244474
          44     2.91396     2.95191  0.00254351
          45     2.91101       2.951  0.00264442
          46     2.90796     2.95007  0.00274749
          47     2.90481      2.9491  0.00285277
          48     2.90156     2.94811  0.00296028
          49     2.89821     2.94709  0.00307007
          50     2.89475     2.94605  0.00318219
          51     2.89117     2.94497  0.00329666
          52     2.88749     2.94387  0.00341355
          53      2.8837     2.94273  0.00353289
          54     2.87978     2.94156  0.00365472
          55     2.87575     2.94037   0.0037791
          56     2.87159     2.93914  0.00390608
          57     2.86731     2.93788   0.0040357
          58     2.86291     2.93659    0.004168
          59     2.85837     2.93526  0.00430302
          60      2.8537      2.9339  0.00444082
          61      2.8489     2.93251  0.00458142
          62     2.84396     2.93108  0.00472489
          63     2.83888     2.92962  0.00487126
          64     2.83366     2.92812  0.00502059
          65     2.82829     2.92658  0.00517293
          66     2.82277     2.92501  0.00532833
          67      2.8171      2.9234  0.00548683
          68     2.81127     2.92175  0.00564849
          69     2.80528     2.92006  0.00581335
          70     2.79914     2.91833  0.00598145
          71     2.79283     2.91657  0.00615285
          72     2.78635     2.91476   0.0063276
          73     2.77971     2.91291  0.00650574
          74     2.77289     2.91102  0.00668731
          75      2.7659     2.90908  0.00687236
          76     2.75873      2.9071  0.00706092
          77     2.75139     2.90508  0.00725302
          78     2.74386     2.90301  0.00744872
          79     2.73615      2.9009  0.00764805
          80     2.72825     2.89874  0.00785105
          81     2.72016     2.89654  0.00805774
          82     2.71188     2.89429  0.00826817
          83      2.7034     2.89199  0.00848237
          84     2.69473     2.88964  0.00870037
          85     2.68586     2.88724  0.00892218
          86      2.6768     2.88479  0.00914785
          87     2.66753      2.8823  0.00937737
          88     2.65806     2.87975  0.00961078
          89     2.64839     2.87715  0.00984808
          90     2.63852      2.8745   0.0100893
          91     2.62843     2.87179   0.0103344
          92     2.61815     2.86904   0.0105834
          93     2.60766     2.86623   0.0108364
          94     2.59696     2.86336   0.0110933
          95     2.58606     2.86044    0.011354
          96     2.57495     2.85747   0.0116187
          97     2.56364     2.85444   0.0118872
          98     2.55213     2.85135   0.0121596
          99     2.54041     2.84821   0.0124358
         100     2.52849     2.84502   0.0127158
         101     2.51638     2.84176   0.0129996
         102     2.50407     2.83845    0.013287
         103     2.49157     2.83508   0.0135781
         104     2.47887     2.83166   0.0138729
         105       2.466     2.82818   0.0141711
         106     2.45293     2.82464   0.0144728
         107      2.4397     2.82104   0.0147779
         108     2.42628     2.81738   0.0150863
         109      2.4127     2.81367    0.015398
         110     2.39896      2.8099   0.0157128
         111     2.38506     2.80607   0.0160306
         112     2.37101     2.80219   0.0163513
         113     2.35681     2.79825   0.0166749
         114     2.34248     2.79425   0.0170011
         115     2.32801      2.7902     0.01733
         116     2.31342     2.78609   0.0176612
         117     2.29872     2.78192   0.0179948
         118     2.28391      2.7777   0.0183306
         119       2.269     2.77342   0.0186683
         120       2.254      2.7691    0.019008
         121     2.23892     2.76471   0.0193493
         122     2.22377     2.76028   0.0196922
         123     2.20856     2.75579   0.0200364
         124     2.19331     2.75126   0.0203818
         125     2.17801     2.74667   0.0207283
         126     2.16268     2.74204   0.0210756
         127     2.14733     2.73736   0.0214236
         128     2.13198     2.73263    0.021772
         129     2.11663     2.72785   0.0221207
         130      2.1013     2.72303   0.0224694
         131     2.08599     2.71817    0.022818
         132     2.07072     2.71326   0.0231664
         133      2.0555     2.70832   0.0235141
         134     2.04034     2.70333   0.0238612
         135     2.02525     2.69831   0.0242073
         136     2.01024     2.69325   0.0245524
         137     1.99532     2.68816   0.0248961
         138      1.9805     2.68303   0.0252382
         139      1.9658     2.67787   0.0255787
         140     1.95122     2.67268   0.0259172
         141     1.93678     2.66746   0.0262537
         142     1.92247     2.66221   0.0265878
         143     1.90833     2.65694   0.0269195
         144     1.89434     2.65164   0.0272485
         145     1.88053     2.64633   0.0275747
         146      1.8669     2.64099   0.0278978
         147     1.85346     2.63563   0.0282177
