           1     1.21683     1.21683           0
           2     1.21859     1.21771 0.000624946
           3     1.22183     1.21908  0.00119555
           4     1.23056     1.22195  0.00264198
           5     1.24419      1.2264  0.00450547
           6     1.23155     1.22726  0.00383554
           7     1.19385     1.22249  0.00550714
           8     1.21679     1.22178  0.00486449
           9     1.23061     1.22276  0.00442192
          10     1.19125     1.21961  0.00497723
          11      1.1904     1.21695  0.00518465
          12     1.16867     1.21293  0.00611767
          13      1.1744     1.20996   0.0063245
          14     1.19267     1.20873  0.00599223
          15     1.19928      1.2081  0.00562578
          16     1.20415     1.20785  0.00527959
          17     1.20045     1.20742  0.00498696
          18     1.19125     1.20652  0.00479014
          19     1.19393     1.20586  0.00458361
          20     1.20255     1.20569  0.00435741
