           1   -0.285949   -0.285949           0
           2   -0.404888   -0.345418   0.0420513
           3   -0.382058   -0.357632    0.029755
           4   -0.412049   -0.371236   0.0252353
           5   -0.344772   -0.365943   0.0207359
           6   -0.349148   -0.363144   0.0174678
           7   -0.358804   -0.362524   0.0149834
           8   -0.360885   -0.362319   0.0131119
           9    -0.36528   -0.362648   0.0116591
          10   -0.357906   -0.362174   0.0105029
          11   -0.371312   -0.363005  0.00958086
          12   -0.384153   -0.364767  0.00894307
          13   -0.418003   -0.368862  0.00914478
          14   -0.308917    -0.36458  0.00944094
          15   -0.356602   -0.364048  0.00882651
          16   -0.391719   -0.365778  0.00844258
          17   -0.345066   -0.364559  0.00803338
          18    -0.34638   -0.363549   0.0076503
          19    -0.32408   -0.361472  0.00752441
          20   -0.334293   -0.360113  0.00726987
